responsibility,purity,boundary,lifecycle,base_hadron,quark_parent,touchpoints,is_impossible,impossible_reason,visual_3d,emergence_rarity_2025,continente_cor,particula_fundamental,hadron_subtipo,forma_3d_base_variacao,exemplo_real_linguagem_neutro,regra_detecao
Create,Pure,Domain,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Pure,Application,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Pure,Application,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Pure,Application,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Pure,Infrastructure,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Pure,Infrastructure,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Pure,Infrastructure,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Impure,Domain,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Impure,Domain,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Impure,Domain,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Impure,Application,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Impure,Application,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Impure,Application,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Impure,Infrastructure,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Impure,Infrastructure,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Impure,Infrastructure,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Idempotent,Domain,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Idempotent,Domain,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Idempotent,Domain,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Idempotent,Application,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Idempotent,Application,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Idempotent,Application,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Idempotent,Infrastructure,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Idempotent,Infrastructure,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,Idempotent,Infrastructure,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,ExternalIO,Domain,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,ExternalIO,Domain,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,ExternalIO,Domain,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,ExternalIO,Application,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,ExternalIO,Application,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,ExternalIO,Application,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,ExternalIO,Infrastructure,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,ExternalIO,Infrastructure,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Create,ExternalIO,Infrastructure,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Pure,Domain,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Pure,Domain,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Pure,Domain,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Pure,Application,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Pure,Application,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Pure,Application,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Pure,Infrastructure,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Pure,Infrastructure,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Pure,Infrastructure,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Impure,Domain,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Impure,Domain,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Impure,Domain,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Impure,Application,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Impure,Application,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Impure,Application,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Impure,Infrastructure,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Impure,Infrastructure,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Impure,Infrastructure,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Idempotent,Domain,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Idempotent,Domain,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Idempotent,Domain,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Idempotent,Application,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Idempotent,Application,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Idempotent,Application,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Idempotent,Infrastructure,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Idempotent,Infrastructure,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,Idempotent,Infrastructure,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,ExternalIO,Domain,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,ExternalIO,Domain,Scoped,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,ExternalIO,Domain,Transient,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
Read,ExternalIO,Application,Singleton,ServiceWorker,Executables,"mutation,deterministic",False,,icosahedron_crystalline+dynamic,25.0%,Execution,Executables,ServiceWorker,icosahedron + glow,self.addEventListener('install'),Service Worker scope
